keyword,emotion
buy,Happy
single,Happy
item,Happy
recipe,Happy
advise,Happy
dads,Happy
whose,Happy
children,Happy
teenagers,Happy
cool,Happy
pull,Happy
kid,Happy
pick,Happy
smelly,Happy
jalopy,Happy
plants,Happy
windows,Happy
drag,Sad
country,Sad
heads,Sad
sand,Sad
traditionalists,Sad
hesitate,Sad
call,Sad
conservatives,Sad
fear,Sad
offending,Sad
real,Sad
honest,Sad
god,Sad
created,Sad
years,Sad
ago,Sad
skeletal,Sad
remains,Sad
hoax,Sad
materials,Happy
kits,Happy
site,Happy
beautifully,Happy
curated,Happy
bloods,Sad
proved,Sad
reason,Sad
lethargic,Sad
rubbish,Sad
iron,Sad
prescribed,Sad
tablets,Sad
dangerous,Angry
least,Happy
compassionate,Happy
toward,Happy
should,Sad
neglecting,Sad
doesnt,Happy
capture,Happy
beauty,Happy
lovely,Happy
polish,Happy
ve,Sad
lost,Sad
main,Sad
roots,Sad
less,Sad
secure,Sad
emotionally,Sad
financially,Sad
socially,Sad
bite,Sad
bullet,Sad
every,Sad
fully,Sad
supported,Sad
decisions,Sad
obnoxiously,Sad
immature,Sad
sounding,Sad
verbal,Sad
tics,Sad
voice,Sad
nasal,Sad
don,Sad
across,Sad
sharpest,Sad
tool,Sad
shed,Sad
especially,Sad
s,Sad
knowing,Sad
id,Sad
terrible,Sad
nightmare,Sad
disturbed,Sad
want,Sad
walk,Sad
case,Sad
customers,Sad
other,Sad
sufferers,Sad
able,Sad
find,Sad
hope,Sad
battle,Sad
help,Sad
alone,Sad
exceptionally,Fearful
school,Fearful
tomorrow,Fearful
even,Fearful
monday,Fearful
timetable,Fearful
wheeeeee,Happy
night,Happy
forward,Sad
beaten,Sad
disappointment,Sad
husband,Sad
sick,Sad
crappy,Sad
convinced,Happy
pattern,Happy
wearing,Happy
dress,Happy
makes,Happy
slutty,Happy
antique,Happy
underwears,Happy
obviously,Happy
edgy,Happy
perverse,Sad
pride,Sad
managed,Sad
stay,Sad
where,Sad
ordered,Sad
reach,Sad
tempting,Sad
human,Sad
flesh,Sad
close,Sad
impatient,Angry
easily,Angry
annoyed,Angry
outraged,Angry
blatant,Angry
defiance,Angry
seems,Angry
olivias,Angry
most,Angry
prominent,Angry
characteristic,Angry
these,Angry
positively,Sad
giddy,Sad
left,Sad
official,Sad
cant,Happy
jealous,Happy
mainly,Happy
text,Happy
clever,Happy
written,Happy
rather,Happy
spoken,Happy
seriouly,Happy
respected,Happy
privacy,Happy
ordered,Happy
devotee,Happy
relieved,Happy
hear,Happy
title,Happy
deen,Happy
bandhu,Happy
fallen,Happy
afraid,Happy
uplifter,Happy
devotees,Happy
consider,Happy
hence,Happy
unworthy,Happy
benefit,Happy
aspect,Happy
personality,Happy
personalities,Sad
joseph,Happy
walt,Happy
mother,Happy
finances,Happy
six,Happy
died,Happy
defend,Happy
warming,Sad
starting,Sad
excelent,Happy
sometimes,Happy
nothing,Happy
video,Happy
games,Happy
watch,Happy
anime,Happy
movies,Happy
wonder,Happy
master,Happy
r,Happy
wanting,Happy
please,Happy
enjoy,Happy
attentions,Happy
wrong,Happy
desire,Happy
return,Happy
affections,Happy
positive,Happy
savings,Happy
eaten,Happy
quickly,Happy
costs,Happy
burden,Happy
boyfriend,Happy
weve,Happy
end,Happy
brighter,Happy
rather,Sad
right,Sad
lucky,Sad
maxs,Sad
show,Sad
isolated,Sad
crowd,Sad
wrong,Sad
anti,Sad
social,Sad
turn,Sad
off,Sad
often,Sad
completely,Sad
while,Sad
mother,Sad
continuously,Sad
suicidalness,Sad
loyal,Happy
style,Happy
may,Fearful
youd,Fearful
rather,Fearful
homeless,Fearful
london,Fearful
precise,Fearful
way,Fearful
finally,Sad
stop,Sad
waste,Sad
space,Sad
agitated,Fearful
effect,Fearful
too,Fearful
high,Fearful
dose,Fearful
shift,Happy
thief,Fearful
nov,Happy
always,Angry
more,Angry
money,Angry
than,Angry
mean,Angry
exit,Angry
store,Angry
quite,Angry
angry,Angry
kerry,Happy
civil,Happy
unions,Happy
gay,Happy
equality,Happy
these,Excited
people,Excited
judged,Happy
ridiculed,Happy
intelligent,Happy
starting,Angry
insulted,Angry
stranger,Angry
days,Sad
light,Sad
end,Sad
yellow,Sad
brick,Sad
road,Sad
shining,Sad
brighter,Sad
actually,Sad
sorrowful,Sad
see,Angry
women,Angry
wearing,Angry
boots,Angry
envious,Angry
want,Angry
curse,Angry
them,Angry
together,Happy
apologize,Happy
keep,Happy
bits,Happy
go,Excited
say,Excited
myself,Excited
youre,Excited
naomi,Excited
klein,Excited
right,Excited
senses,Sad
until,Sad
cold,Sad
black,Sad
unconsciousness,Sad
came,Sad
suspect,Happy
private,Happy
faux,Happy
hawk,Happy
must,Happy
looked,Happy
dykey,Happy
talking,Happy
wonder,Angry
re,Angry
cast,Angry
caveman,Angry
told,Angry
perfect,Angry
part,Angry
complimented,Angry
plus,Happy
diverse,Happy
price,Happy
tags,Happy
funds,Happy
plot,Happy
lighted,Happy
relatively,Happy
economically,Happy
empty,Sad
isnt,Sad
stopped,Sad
href,Sad
http,Sad
provokingbeauty,Sad
font,Happy
friendly,Happy
hand,Happy
beads,Happy
consciously,Happy
breathing,Happy
list,Happy
accomplish,Happy
afternoon,Happy
always,Fearful
other,Fearful
especially,Fearful
compare,Fearful
ever,Fearful
since,Fearful
rotten,Sad
started,Angry
checking,Angry
hemorrhoids,Angry
new,Happy
shoes,Happy
glamourous,Happy
pair,Happy
designer,Happy
box,Happy
trimmings,Happy
largely,Happy
fact,Happy
hidden,Happy
warmly,Happy
hugging,Happy
normal,Happy
became,Happy
dismayed,Happy
studied,Happy
though,Happy
outfits,Happy
wax,Happy
unibrow,Happy
rid,Happy
spare,Happy
hairs,Happy
creeping,Happy
eyelid,Happy
width,Happy
li,Happy
border,Happy
px,Happy
margin,Happy
recall,Happy
longing,Happy
watched,Happy
olympic,Happy
runners,Happy
st,Happy
woke,Happy
bodypump,Happy
dvd,Happy
gather,Happy
coaching,Happy
tips,Happy
compulsory,Happy
cues,Happy
didnt,Fearful
say,Fearful
strong,Fearful
feelings,Fearful
make,Fearful
first,Fearful
want,Fearful
talk,Fearful
limited,Fearful
phone,Fearful
current,Fearful
arrangment,Fearful
hesitant,Fearful
bring,Fearful
pass,Happy
control,Happy
sweet,Happy
pea,Happy
receiving,Angry
end,Angry
attack,Angry
document,Happy
familiar,Happy
batch,Happy
files,Happy
thankful,Happy
blessings,Happy
hoping,Happy
weatherman,Happy
forecast,Happy
venture,Happy
rain,Happy
tomorrow,Happy
edge,Sad
microcosm,Sad
missed,Sad
party,Sad
outside,Sad
bit,Excited
actually,Excited
learnt,Happy
last,Happy
best,Happy
instincts,Happy
blossoming,Happy
share,Sad
always,Excited
nemo,Excited
side,Excited
sleeping,Excited
without,Excited
feels,Excited
even,Excited
though,Excited
doesnt,Excited
happen,Excited
often,Excited
get,Excited
outfit,Happy
heels,Happy
session,Happy
gave,Happy
tools,Happy
move,Happy
forward,Happy
bringing,Angry
loneliness,Angry
newtown,Angry
grieving,Angry
babies,Angry
took,Happy
disappointed,Happy
paining,Happy
heart,Happy
lord,Happy
betrayed,Happy
lose,Happy
loyalty,Happy
embarrassed,Angry
could,Fearful
frantic,Fearful
his,Fearful
overwhelmed,Excited
responsibilities,Excited
teacher,Excited
someone,Excited
trusting,Excited
most,Excited
precious,Excited
gift,Excited
honor,Excited
tranquil,Happy
new,Angry
music,Angry
lyrics,Angry
nothing,Angry
each,Angry
going,Sad
talk,Sad
try,Sad
shocked,Sad
steve,Sad
decided,Sad
wanted,Sad
his,Sad
own,Sad
broke,Sad
wouldnt,Sad
beared,Sad
witness,Sad
incredibly,Sad
spoken,Sad
bouncer,Sad
making,Sad
emo,Sad
kid,Sad
tend,Sad
breathing,Sad
smoker,Fearful
years,Fearful
quit,Fearful
weeks,Fearful
ago,Fearful
finished,Fearful
book,Fearful
cant,Fearful
believe,Fearful
free,Fearful
knew,Fearful
without,Fearful
cigarettes,Fearful
mailbox,Happy
mailman,Happy
grocery,Happy
clerk,Happy
matter,Happy
limited,Happy
risk,Happy
total,Happy
willingness,Happy
sensations,Happy
emerge,Happy
already,Fearful
insecurity,Happy
writing,Happy
pictured,Happy
should,Angry
crave,Sad
fall,Sad
submission,Sad
submissive,Sad
least,Sad
tender,Happy
pissed,Angry
someone,Angry
wakes,Angry
moment,Angry
edge,Angry
falling,Angry
deep,Angry
slumber,Angry
sort,Happy
hindrance,Happy
keeping,Happy
thought,Happy
sensitive,Happy
spelled,Happy
round,Happy
quarter,Happy
hopeful,Happy
tell,Sad
baby,Happy
snow,Happy
accumulate,Happy
conifer,Happy
shoveling,Happy
shirt,Happy
sleeves,Happy
honkerblonked,Angry
general,Angry
father,Happy
living,Happy
dream,Happy
gotten,Happy
taste,Happy
stop,Happy
play,Happy
squeal,Happy
glee,Happy
mud,Happy
squishing,Happy
between,Happy
toes,Happy
takes,Happy
outdoors,Happy
humorous,Happy
callers,Happy
hold,Happy
busy,Sad
stuffs,Sad
never,Sad
blogs,Sad
threads,Sad
energized,Excited
potential,Excited
give,Excited
something,Excited
back,Excited
society,Excited
finding,Excited
heart,Excited
privileged,Happy
lot,Happy
nauseated,Happy
thrilled,Happy
pitiful,Sad
wailing,Sad
sounds,Sad
cries,Sad
taste,Sad
salty,Sad
anger,Sad
hurt,Sad
saturating,Sad
heart,Sad
bought,Excited
virtually,Excited
fat,Excited
free,Excited
thousand,Excited
islands,Excited
large,Excited
quantities,Excited
substance,Excited
leaves,Excited
lettuce,Excited
cucumber,Excited
friend,Excited
total,Excited
sugar,Excited
becomes,Excited
burn,Excited
folks,Angry
virginia,Angry
florida,Angry
handful,Angry
swing,Angry
states,Angry
agree,Angry
only,Angry
put,Angry
constant,Angry
barrage,Angry
putting,Happy
death,Happy
row,Happy
wasn,Happy
smart,Happy
waking,Happy
moment,Happy
devoted,Happy
lessons,Happy
learning,Happy
sadness,Happy
distinctly,Happy
clermont,Happy
focus,Happy
ones,Happy
seem,Happy
naughty,Happy
including,Happy
memories,Happy
cherish,Happy
sharing,Happy
instructables,Happy
weekend,Happy
continued,Sad
along,Sad
lines,Sad
probably,Sad
done,Sad
dishes,Sad
got,Sad
wed,Sad
fight,Sad
finland,Fearful
landed,Fearful
paris,Fearful
what,Fearful
would,Fearful
thought,Fearful
grade,Fearful
student,Fearful
janne,Fearful
suominen,Fearful
kids,Angry
certain,Angry
moments,Angry
aac,Angry
kind,Angry
miserable,Angry
whole,Angry
week,Angry
scared,Happy
terrific,Happy
surgery,Happy
still,Fearful
around,Fearful
honestly,Excited
sure,Excited
how,Excited
stunned,Excited
caring,Happy
attract,Happy
quite,Sad
nothings,Sad
place,Sad
buti,Sad
decide,Sad
scared,Sad
anything,Sad
ok,Sad
situation,Sad
staying,Sad
dead,Sad
afraid,Sad
worse,Sad
cried,Happy
thanking,Happy
really,Excited
buy,Excited
some,Excited
yardage,Excited
art,Excited
gallery,Excited
play,Excited
because,Excited
shes,Happy
losing,Happy
sense,Happy
adapt,Happy
thinks,Happy
several,Sad
loved,Sad
ones,Sad
miss,Sad
big,Sad
whom,Sad
havent,Sad
seen,Sad
friday,Sad
abdomen,Sad
welcomed,Happy
tight,Happy
knit,Happy
doubtful,Fearful
usually,Happy
smaller,Happy
legos,Happy
motor,Happy
delays,Happy
exercise,Happy
meantime,Happy
fulfilling,Happy
live,Happy
misplaced,Happy
pity,Happy
amazed,Happy
talking,Fearful
minutes,Sad
known,Sad
skip,Sad
workout,Sad
lazy,Sad
utterly,Sad
devoid,Sad
comment,Fearful
add,Fearful
pileon,Fearful
seems,Fearful
clear,Fearful
involved,Fearful
haven,Fearful
learned,Fearful
experiences,Fearful
nor,Fearful
interested,Fearful
applying,Fearful
learning,Fearful
future,Fearful
projects,Fearful
communion,Happy
tremendous,Happy
importance,Happy
personally,Happy
theologically,Happy
without,Sad
depressed,Sad
write,Sad
imagine,Sad
trapped,Sad
near,Sad
constant,Sad
cities,Sad
brig,Happy
both,Happy
financially,Happy
building,Happy
strengthening,Happy
relationships,Happy
christianity,Happy
liked,Sad
bike,Happy
rest,Happy
temples,Happy
said,Sad
understand,Sad
toni,Sad
ight,Sad
excesses,Sad
merican,Sad
dream,Sad
seldom,Sad
witnessed,Sad
er,Sad
hah,Sad
happpy,Happy
results,Happy
field,Happy
academics,Happy
athletics,Happy
dont,Sad
anxious,Sad
whatever,Sad
job,Sad
may,Sad
jobs,Sad
require,Sad
sort,Sad
rules,Sad
pressure,Sad
id,Happy
pop,Happy
chair,Happy
theyd,Happy
navigating,Happy
punching,Happy
headed,Happy
onto,Happy
trail,Happy
woods,Happy
normally,Angry
thats,Angry
actually,Angry
beautiful,Angry
size,Angry
wonder,Sad
perspective,Sad
sake,Sad
wanting,Sad
huckleberry,Fearful
finn,Fearful
should,Fearful
censored,Fearful
likes,Sad
kamiki,Sad
kun,Sad
laughs,Sad
nozomi,Sad
knot,Sad
stomach,Sad
must,Sad
fool,Sad
nonchan,Sad
choice,Sad
recognizing,Sad
kicks,Sad
choose,Sad
keep,Sad
persistence,Sad
same,Sad
level,Sad
allowing,Sad
old,Sad
reaction,Sad
shut,Sad
hated,Angry
celebrated,Angry
cant,Angry
wait,Angry
till,Angry
still,Excited
writing,Excited
maybe,Excited
should,Excited
call,Excited
spirit,Excited
guide,Excited
observant,Excited
cheerleader,Excited
rather,Excited
nothing,Excited
find,Excited
depressing,Excited
grey,Excited
unrewarding,Excited
decision,Happy
sweaty,Excited
during,Excited
episodes,Excited
stomach,Excited
m,Excited
falling,Excited
wonderful,Happy
beaubronz,Happy
tanning,Happy
brand,Happy
fits,Happy
latest,Happy
mantra,Happy
stolen,Happy
boudoir,Happy
lashes,Happy
asma,Happy
docrat,Happy
particularly,Angry
watching,Angry
romcoms,Angry
good,Angry
entered,Happy
morris,Happy
changed,Happy
contemplating,Fearful
recent,Sad
certainly,Sad
amongst,Sad
belief,Sad
siege,Sad
disadvantaged,Sad
looked,Sad
considered,Sad
faith,Sad
worthy,Sad
regard,Sad
care,Angry
chemo,Sad
toxins,Sad
washing,Sad
single,Sad
cell,Sad
cringe,Sad
hosted,Happy
series,Happy
threatened,Fearful
allthingsbucks,Happy
brought,Happy
eyes,Happy
lump,Happy
throat,Happy
upset,Happy
shouldnt,Happy
lame,Happy
determined,Happy
nomming,Happy
stuff,Happy
artists,Happy
display,Happy
public,Happy
stressed,Happy
lively,Happy
dazed,Excited
href,Excited
http,Excited
twitter,Excited
hurting,Angry
too,Angry
assaulted,Sad
pics,Sad
seems,Happy
wrap,Happy
job,Happy
lonely,Sad
talk,Angry
else,Angry
thyroid,Angry
dramatic,Angry
whiny,Angry
hard,Angry
understand,Angry
yes,Angry
look,Angry
fine,Angry
terrible,Angry
blood,Happy
test,Happy
yesterday,Happy
perhaps,Happy
particularly,Happy
doctors,Happy
needle,Happy
inside,Happy
spent,Happy
dizzy,Happy
meat,Happy
eating,Happy
nineteen,Happy
old,Happy
female,Happy
worried,Sad
cubicle,Sad
unless,Sad
fairly,Happy
going,Angry
clean,Angry
slate,Angry
unilaterally,Angry
forgiving,Angry
intentionally,Angry
carelessness,Angry
thereby,Angry
forget,Angry
perceived,Angry
insults,Angry
abuses,Angry
teach,Happy
harder,Happy
bury,Happy
anger,Happy
holy,Happy
spirit,Happy
gooooood,Happy
massage,Happy
reassuring,Happy
reached,Happy
career,Happy
highly,Happy
sometimes,Sad
small,Sad
conversations,Sad
lots,Happy
energy,Happy
bad,Happy
gigantic,Happy
slow,Happy
clumsy,Happy
google,Sad
seo,Sad
d,Sad
wink,Happy
continued,Happy
next,Happy
mistake,Angry
sleep,Angry
won,Angry
take,Angry
sliding,Happy
nice,Happy
big,Happy
throbbing,Happy
cock,Happy
found,Fearful
myself,Fearful
novel,Fearful
position,Fearful
uncertain,Fearful
stock,Fearful
market,Fearful
rally,Fearful
judging,Sad
seem,Sad
girl,Sad
definitely,Happy
presence,Sad
little,Excited
sort,Excited
disbelieving,Excited
oh,Excited
super,Happy
weeks,Happy
closer,Happy
due,Happy
date,Happy
turned,Happy
page,Happy
irresponcible,Happy
favourites,Happy
choice,Happy
uk,Happy
limit,Happy
happier,Happy
confronted,Sad
games,Angry
activities,Angry
player,Happy
benzema,Happy
mould,Happy
terribly,Sad
impending,Sad
anxiety,Sad
trying,Sad
prize,Sad
layered,Sad
healing,Sad
forgiveness,Sad
expectation,Sad
gloomy,Sad
completed,Sad
complete,Sad
amount,Happy
lifestyle,Happy
change,Happy
porn,Happy
industry,Happy
satisfied,Happy
fulfilled,Happy
doesn,Happy
bring,Happy
bucks,Happy
overhear,Happy
victory,Happy
tune,Happy
geeks,Happy
ringtone,Happy
triumphant,Happy
children,Sad
literature,Sad
authors,Sad
dumb,Sad
soo,Sad
mixture,Sad
bit,Sad
group,Sad
hungry,Angry
absolutely,Angry
topic,Happy
backing,Happy
position,Happy
actual,Happy
knowledge,Happy
facts,Happy
instead,Happy
relying,Happy
solely,Happy
opinions,Happy
exam,Sad
open,Sad
books,Sad
everytime,Sad
went,Sad
down,Excited
makes,Excited
hike,Happy
jubilant,Happy
proud,Happy
touched,Happy
soccer,Happy
ball,Happy
during,Happy
game,Happy
inside,Sad
must,Angry
find,Angry
way,Angry
accept,Angry
limitations,Angry
until,Angry
older,Angry
held,Angry
incredibly,Happy
charmed,Happy
exciting,Happy
chapter,Happy
judges,Angry
people,Angry
times,Angry
however,Angry
found,Angry
responsible,Angry
actions,Angry
around,Angry
us,Angry
stem,Happy
part,Happy
mainstream,Happy
importantly,Happy
communities,Happy
seek,Happy
belongingness,Happy
edition,Happy
songs,Happy
constantly,Happy
fans,Happy
baker,Happy
thia,Happy
sandwich,Happy
scruncher,Happy
course,Happy
mini,Happy
rex,Happy
currently,Angry
mother,Angry
tongue,Angry
paper,Angry
carby,Happy
yet,Happy
low,Happy
glycemic,Happy
meal,Happy
breakfast,Happy
dessert,Happy
encoding,Happy
utf,Happy
locale,Happy
en,Happy
isprivate,Happy
false,Happy
ismobile,Happy
mobileclass,Happy
isprivateblog,Happy
languagedirection,Happy
ltr,Happy
feedlinks,Happy
link,Happy
rel,Happy
alternate,Happy
application,Happy
atom,Happy
xml,Happy
standing,Happy
ovation,Happy
nesting,Happy
homemaking,Happy
instinct,Happy
pregnant,Happy
worse,Happy
gets,Happy
month,Happy
reprieve,Happy
youll,Happy
notice,Happy
post,Happy
halloween,Happy
opportunity,Happy
moz,Happy
gods,Happy
gracious,Happy
heat,Happy
despite,Happy
found,Happy
resource,Happy
answers,Happy
asking,Happy
hill,Happy
fitness,Happy
wise,Happy
along,Happy
calves,Happy
hurt,Happy
tire,Happy
sensitive,Fearful
assaulted,Fearful
drag,Fearful
darkness,Fearful
supposed,Happy
ought,Happy
adding,Happy
sarcastic,Happy
edge,Happy
age,Happy
couldnt,Fearful
totally,Fearful
distraught,Fearful
utterly,Fearful
helpless,Fearful
lorena,Fearful
kidnapped,Fearful
almost,Fearful
death,Fearful
band,Fearful
enemies,Fearful
desperate,Fearful
freedom,Fearful
unfortunate,Sad
both,Sad
mister,Sad
magnum,Sad
cheers,Sad
travelling,Sad
long,Sad
periods,Sad
race,Sad
tortured,Angry
tragic,Angry
having,Angry
importance,Angry
sparkle,Angry
thinking,Angry
